,AUS,KHM,CHN,HKG,IDN,JPN,KOR,MAC,MYS,MNG,NZL,PNG,PHL,SGP,TWN,THA,VNM,BGD,IND,NPL,PAK,LKA,ARM,AZE,BLR,BIH,BGR,HRV,CZE,HUN,KAZ,MKD,MDA,POL,ROU,RUS,SRB,SVK,SVN,UKR,DNK,EST,FIN,ISL,LVA,LTU,NOR,SWE,AUT,BEL,FRA,DEU,IRL,LUX,NLD,CHE,GBR,CYP,GRC,ITA,PRT,ESP,TUR,DZA,BHR,EGY,IRN,ISR,JOR,KWT,LBN,LBY,MLT,MAR,OMN,QAT,SAU,TUN,ARE,AGO,BWA,CIV,GHA,KEN,MUS,MOZ,NAM,NGA,ZAF,TZA,UGA,ZMB,ZWE,CAN,MEX,USA,ARG,BHS,BOL,BRA,CHL,COL,DOM,ECU,JAM,PAN,PRY,PER,TTO,URY,VEN
ITA,3.414433480381614e-06,7.865117691659539e-06,3.230074400903718e-06,6.053568325515832e-06,2.7802038929736964e-06,2.2975302178922444e-06,2.959306387854291e-06,2.911862382218997e-06,3.1888659816028336e-06,2.956910588208654e-06,2.7946163401416416e-06,1.1600533417929499e-05,3.01884277857095e-06,4.91644919281156e-06,2.34412381173603e-06,2.49806378500122e-06,5.350864662332428e-06,9.21101569092671e-06,5.4453524255491e-06,2.4723439870367553e-06,9.674631233682157e-06,6.354955552982229e-06,1.4749772466197016e-05,1.5265521225417204e-05,1.5405020594313675e-05,3.7667194573719246e-06,5.745846321178734e-06,1.3776129954102504e-05,8.397112007670152e-06,5.583247990814167e-06,1.6730929997478666e-05,9.579720289902834e-06,2.0899212954329007e-05,6.7746112435161985e-06,9.968079222808288e-06,9.564083207065499e-06,9.90655814069049e-06,5.718714234042481e-06,9.680385619036107e-06,9.680788523838937e-06,5.441757039410012e-06,6.6239677646518266e-06,4.4731594430824495e-06,1.1902224091789862e-05,3.555249534761183e-06,1.347737301692748e-05,6.089213822691693e-06,3.5181777410132464e-06,7.828521426907122e-06,5.0920435930556346e-06,9.070453582942337e-06,5.667813509099192e-06,7.19240926461941e-06,1.1159631621726441e-05,9.153798955581908e-06,7.790854901317706e-06,4.866627719184163e-06,1.650768494823002e-05,1.2118701875965498e-05,0.00041445405393506786,1.0749699256318005e-05,1.424263722305904e-05,1.078508214779752e-05,4.504982876398125e-05,3.4574578343460046e-06,1.5028472504473549e-05,1.4566384614502218e-05,4.271143474748429e-06,7.213836529548051e-06,7.664947799881561e-06,1.4916001897093877e-05,3.4726126448217415e-05,8.418333812019352e-06,8.268956213494373e-06,7.53092783696819e-06,1.093925057580487e-05,7.287357112057594e-06,1.2431818735369945e-05,8.780453503305325e-06,2.0141818240301573e-05,3.721066585771929e-06,1.2170882469695005e-05,8.863800421313964e-06,6.294147041873019e-06,5.99334068210785e-06,1.6129219012612754e-05,7.0944699701395086e-06,8.668052409497702e-06,4.521327741458633e-06,3.3909730428718134e-06,2.0356538410941863e-06,8.843568348805192e-06,2.9219717171151024e-06,3.718213252447942e-06,7.7721690471417e-06,3.1260215966332636e-06,1.4247330568888451e-05,3.911385326176155e-06,2.300388161259871e-05,8.566606352715482e-06,1.2828589344359143e-05,1.1189590006006654e-05,1.3515074160747584e-05,8.551652736517105e-06,9.273309189172909e-06,8.692914844190363e-06,7.670460385059204e-06,1.5509131769493452e-05,9.704791074512234e-06,1.7252045311118628e-06,1.835387342366163e-05
PRT,2.1764530837076647e-06,3.3131086838095966e-06,1.991463545636135e-06,3.884999025889227e-06,9.320093724654419e-07,2.1514875310578903e-06,1.7057921059613226e-06,1.7228564824128927e-05,1.3717059928984433e-06,3.0917813149106214e-06,3.6671791078142006e-06,4.8388450670352495e-06,3.2253149087835713e-06,1.647169801078246e-06,1.3063940475105972e-06,2.3245820427674347e-06,2.8261607527976332e-06,3.5114926247009974e-06,2.605616446678443e-06,3.7730982793565646e-06,6.2368091339718154e-06,1.6272647174333555e-06,2.405532934178055e-06,5.095887277840719e-06,1.0695933451170245e-05,2.5690318846513505e-06,5.9258840856247385e-06,4.421390945163122e-06,8.050775915320919e-06,2.8424979118212294e-06,1.542457571593816e-06,4.932813880713656e-06,4.1976811159702795e-06,4.074641629209134e-06,5.891258427387486e-06,2.6264993746845426e-06,1.9070825675378328e-06,2.495914515735828e-05,1.690852793362545e-06,2.7465379257000703e-06,5.561396801242298e-06,1.3065171734288871e-06,2.395374784421839e-06,2.3727667659951837e-06,1.929860574307644e-06,3.3783543706640463e-06,2.9506860381974336e-06,4.124702640464172e-06,2.4212804540666637e-06,4.64801340036625e-06,8.119640569890591e-06,4.6677676942136365e-06,7.59143043763468e-06,3.2935689937869594e-06,4.477224394057781e-06,6.402353707020337e-06,3.5636198618103878e-06,1.6194864353015822e-06,4.679103932349111e-06,5.075864589497197e-06,0.0026851122410761494,3.2785796873974486e-05,2.4958524991612953e-06,7.223742283889219e-05,3.021982611618679e-06,1.1642842941917984e-05,2.5009321311786895e-06,7.333971783870236e-06,4.0780253846500016e-06,2.4322174879675003e-06,1.4405245431815535e-05,3.400796417050484e-06,4.602516836027009e-06,1.6671531831714586e-05,2.186408815588234e-06,5.446783560165732e-06,5.509615764093942e-06,2.488305158574918e-05,4.096315362096131e-06,0.000377786846014684,4.89511186166047e-06,1.3919508775322621e-06,1.110517906453739e-05,2.062054041701069e-06,1.4620589120461516e-06,0.0004384139749306313,3.3935087103062374e-06,2.1333352218621226e-06,4.90615069050267e-06,2.3095705770122017e-06,1.0539381427481425e-06,2.0774301291597565e-06,1.1712672325969058e-05,4.382910618245549e-06,6.089959086289797e-06,3.98836170972642e-06,1.0758025963479714e-05,1.5131809577908914e-06,1.8773211341587677e-06,3.48679224845364e-05,5.006709998158122e-06,2.172049029671219e-05,9.434552109912069e-06,1.1059121954398805e-05,7.58115321081364e-06,4.609825472511819e-06,3.06514873237423e-05,9.883460100438048e-06,6.074063873210646e-06,2.353189345697836e-06,2.287003562191721e-05
ESP,3.4496501198214574e-06,3.7441341679812744e-06,3.5798254831025547e-06,4.241486373946676e-06,2.6077363370628588e-06,2.9493075152504796e-06,4.116263968639788e-06,2.5524707182457048e-06,2.437359083120226e-06,5.8086600631366514e-06,3.322256996602234e-06,3.342341949270076e-06,4.0080769036332964e-06,3.982848740511668e-06,2.8401507276237098e-06,2.563794462802075e-06,4.615759802445059e-06,7.795475385862781e-06,3.857079110005592e-06,8.425882181066868e-06,7.806830486221516e-06,4.721932950452563e-06,6.9352410194445576e-06,1.5978070298705942e-05,5.81829153597658e-06,3.05683895431342e-06,5.929777012068001e-06,4.883198516219446e-06,1.0717762513825985e-05,9.651037779556304e-06,7.978755711679397e-06,1.3415942890724443e-05,3.994812729800764e-06,4.2990846001178664e-06,6.348393442471557e-06,4.945987429712871e-06,7.620424943190156e-06,6.186528417914821e-06,6.6054254801324315e-06,4.384224409908356e-06,7.300583664488614e-06,3.439583437150622e-06,4.133338574289919e-06,6.6248254210652955e-06,2.7313161575880933e-06,1.1007708674780222e-05,4.415914438938568e-06,4.446171828386257e-06,4.389897438379622e-06,8.79059895372752e-06,9.653175533648022e-06,6.9601428919047205e-06,1.0669763763626056e-05,1.2976083292286578e-05,8.765755806309103e-06,8.704767723574395e-06,5.216784948710306e-06,5.697976418508372e-06,7.703560905654475e-06,1.557734583071343e-05,4.340455821450653e-05,0.0006007489549330733,8.000888263544983e-06,4.9712405939736525e-05,8.388945164641767e-06,5.0341225301261274e-06,2.347799409059285e-05,4.295886733733499e-06,6.820456418720999e-06,1.0810353136288315e-05,2.1593123549474093e-05,1.87608374056304e-05,8.735717939203383e-06,1.885312536389129e-05,9.76534309787105e-06,1.0847422190432962e-05,1.0167519012467707e-05,2.3737623784740116e-05,7.0513314148126895e-06,4.036806417525262e-05,6.832998055324422e-06,1.0361251735236454e-05,2.8216620800291927e-06,9.628835831422314e-06,3.882569275358689e-06,8.519849531797759e-06,4.878810826838519e-06,2.4168565119426456e-06,3.526834110936552e-06,5.594904403755174e-06,2.013666956858593e-06,4.319479362684843e-06,2.8161154089556315e-06,3.616623288102167e-06,3.237806320786606e-05,3.831731782117284e-06,2.382829942940928e-05,5.5575972606176765e-06,2.2254285369768076e-05,1.788082245877425e-05,4.7470540586953305e-05,3.692365910748155e-05,3.10118256654816e-05,3.399258383025313e-05,6.631166023808358e-06,3.5036253261114664e-05,1.8660097282177164e-05,3.173596960720669e-05,3.967169125712265e-06,1.3018936775361392e-05,2.9836024693716527e-05
TUR,1.4904914161346994e-06,2.02551223457316e-06,1.7970908154329481e-06,2.1558278436853226e-06,6.297060771218611e-06,2.790929862227601e-06,2.3757426797619933e-06,1.1779327334436875e-06,1.372793718603161e-06,2.300598336274025e-06,1.8200891623442217e-06,1.6257079217217832e-06,2.7210131879399816e-06,2.350449386335196e-06,1.3347121606547651e-06,2.5818187644078848e-06,3.3064704587117895e-06,1.2958188623046671e-05,3.943625502342962e-06,2.726296581358712e-06,1.493282275132666e-05,7.948870276056808e-06,3.117852709551966e-06,5.301758443502595e-05,1.5462523401638618e-05,0.00013186960373827357,3.637156340553263e-05,1.1120695438006009e-05,1.1820286270810278e-05,3.20077496472342e-06,2.1608120666248546e-05,2.2599042063506534e-06,9.893180175972168e-06,2.5291725900588766e-06,1.3404271090143862e-05,8.27101928976188e-06,9.75108206937873e-06,2.335422853688781e-05,2.0744345327777787e-05,4.997421208281374e-06,7.732904680768682e-06,2.211601535269531e-06,1.0125223297013552e-05,2.1273845746245554e-06,1.899945731399996e-06,3.7831957896469937e-06,3.5252501371064566e-06,4.538452078055224e-06,1.0996558160741497e-05,7.514325789792705e-06,5.6804610278835784e-06,1.0565266266239962e-05,4.289496455837318e-06,5.240769516717697e-06,7.880256456758401e-06,5.708347366142399e-06,3.2960439736086847e-06,5.624295740857649e-06,8.1670496643543e-06,1.0866706799185906e-05,4.259956535493427e-06,6.641368608658841e-06,0.0016815920844075987,7.939801045967952e-06,3.978544832817265e-06,1.0745106403179566e-05,3.0334972711228755e-05,2.324338019696118e-06,3.2705302933575347e-06,1.4217996213298652e-05,6.977498540457009e-05,1.7574716446268206e-05,1.1907622335355304e-05,7.0788949500822475e-06,3.949502565708667e-05,1.0217414819097667e-05,5.15521422004361e-06,2.9515464743525887e-05,8.494846091347504e-06,3.3915423752154053e-06,1.4454409133875915e-06,2.3562460615099753e-06,2.784590990670317e-06,4.834948097010515e-06,7.594633163907442e-06,4.495241820719847e-06,3.3140572944047988e-06,6.607174591269134e-06,3.598434236057437e-06,6.121919413656371e-06,3.5970478659734013e-06,3.5183328186909626e-06,2.555711032894781e-06,2.3717581434191155e-06,2.647171948370006e-06,2.373144188028249e-06,6.551797569210605e-06,1.3881284243728964e-06,1.48799296525879e-06,4.908952868506728e-06,2.4704985180603793e-06,2.4439137435394537e-06,2.602021567851354e-06,1.5755221746027577e-06,3.620866088597712e-06,2.3239360382398877e-06,3.5775635720405715e-06,4.7484928733586696e-06,2.121635739294602e-06,2.240993717376703e-06,2.898058207143527e-06
DZA,1.8617360955855141e-06,2.568164043460511e-06,1.156039928719134e-06,5.971550791402353e-07,5.950347118179792e-07,6.084085845167457e-07,5.697783351175148e-07,3.3516237388287596e-06,5.669231368426834e-07,3.6034976959065786e-06,1.851135667809575e-06,5.614591858733073e-07,5.935629536558385e-07,5.362780547571342e-07,5.983457141235686e-07,2.7528614017055145e-06,1.7591551628497752e-06,3.3026173279869024e-06,8.600901413916711e-07,1.4998985611799026e-06,7.3757897900767016e-06,1.0246364301184348e-06,7.6862101410033e-06,6.684074774657562e-06,1.7381839793129803e-06,1.1096071926851063e-06,2.1343527764476e-06,4.896204677392375e-07,1.1603427069140051e-06,1.5257243481385416e-06,3.456643290895822e-06,1.1985471156461368e-06,6.511235228137104e-07,2.369308397725449e-06,4.220117285517562e-06,9.375954005949775e-07,7.484728760885884e-06,2.035847857177949e-06,3.7776076868104874e-07,9.226951755171052e-07,1.0895251826821313e-05,5.446025705172887e-07,4.319683661956978e-07,1.8928348451333268e-06,2.9227613035726887e-07,1.158800238201277e-06,3.261058349094472e-06,1.0737743357159878e-06,3.0268991694655823e-06,4.313009926306124e-06,3.574969714013519e-06,9.821354847959154e-07,1.0468341900051404e-06,1.3711294025790243e-06,3.107925646092931e-06,9.31438411792844e-06,2.9396682847636584e-06,4.725947255780197e-07,5.617494202743493e-06,9.827059549422174e-06,7.570022369838742e-06,1.4336215795019757e-05,1.3184806222011108e-06,0.012932520701431503,7.510085303167195e-07,8.225308406536467e-05,2.5684376739801328e-06,4.3909960303572594e-07,3.166285021035317e-05,2.3750242659040984e-06,0.0001613635871026353,6.073028609434567e-06,7.394328651049208e-07,7.335300430501692e-06,3.2109118457552977e-06,1.3005810508046489e-06,2.9419461324246034e-06,0.0001972212544622477,1.8845842233971426e-06,5.404753464115741e-06,4.1225941848221567e-07,1.7348832630344048e-06,5.52302111023005e-07,4.956789686410735e-07,5.334654817806575e-07,2.6073815711545704e-06,1.6331585887399275e-06,4.333157822085322e-06,1.0101058279510737e-06,1.7678093929271834e-05,1.1685955766502741e-06,2.7437188775957393e-06,3.120299738373853e-07,1.4733728797822791e-06,1.6420825964004764e-06,9.371110261773663e-07,1.6847864750600086e-06,4.3828226668687473e-07,3.497181099182136e-06,5.9422483290085e-06,3.269970454881422e-06,1.7588979380571205e-06,6.310113995960864e-07,1.1394959530048964e-06,6.793565399972513e-07,7.154422709636618e-07,1.214697860449819e-05,2.298613515532062e-06,2.625405656866397e-06,8.289719887441884e-06,4.065072868636886e-06
BHR,4.011969443011776e-06,2.8394842001305345e-06,1.8022539201368426e-06,2.2246920379467807e-06,1.4824659689707748e-05,1.7351215132045162e-06,4.048452099018961e-06,5.017384070564822e-07,1.9129807391983233e-06,6.519617794251455e-05,9.443684813278051e-07,1.26943754473232e-05,1.3906048900565634e-06,1.4658352722587974e-06,2.134417389781402e-06,2.631357138034397e-06,6.394720844695166e-06,3.71387610654338e-05,1.0610781384454718e-06,8.047325975713286e-06,3.860294888414032e-05,2.1787661554221502e-05,4.085185911263631e-06,1.8079565186381855e-06,2.2056916264705893e-05,2.310750107033193e-06,9.868671352479707e-07,5.909763117071021e-07,1.1536199734213974e-06,1.0369662009107448e-06,1.8791222850082024e-06,2.4265346379531862e-06,4.098252660807335e-06,5.972779546971167e-07,1.0004745396676314e-06,2.018052630502958e-06,4.3867285360463485e-07,7.353969863674091e-07,6.340284449626797e-07,3.328952066761269e-06,1.0865322118137015e-06,3.848439295345768e-07,2.1951555938745424e-06,1.8441743586723343e-06,6.722495472147696e-07,5.88977020667778e-07,9.909564422073535e-07,3.5130326174136504e-06,1.055275443989581e-06,7.597414408802862e-07,1.0120368250378834e-06,1.151825186430776e-06,7.991533836659468e-07,1.6985028231409703e-06,1.4145998381172971e-06,2.584627219428977e-06,2.004534395870311e-06,1.4333810912445367e-06,7.13020213454686e-06,2.626900620218606e-06,1.2707137953404525e-06,4.3093637253624964e-06,2.123601592381292e-05,2.8267373956091486e-06,0.0084863615017353,2.382931580746143e-05,6.983374882269872e-06,7.855155307878014e-07,8.245879325341799e-05,2.8644342432358086e-05,0.00011850628514361749,1.9036362792871148e-06,1.754489295917107e-06,4.097279862412947e-06,5.682088009110536e-05,5.081302790236021e-05,8.918522015446776e-05,9.87757993454922e-05,9.643661512246528e-06,1.1455611065495692e-06,8.722661833888497e-07,2.8222949850822553e-06,4.737208119634304e-06,1.5698616201864943e-06,1.6171746497430554e-06,1.5876832205118177e-06,1.0903139843979321e-06,2.754561424299518e-05,1.1650253323456687e-06,3.562367862493364e-06,5.15456606321578e-06,6.581630825561306e-07,6.175464874237921e-07,8.12678710217447e-07,2.6862667154481504e-06,2.1099548985626706e-06,9.10603418417109e-07,4.868780082735365e-06,1.3755563985701127e-06,1.0981797645947463e-06,8.118793921845927e-07,1.245210192726039e-06,8.145674951049626e-07,1.0336907218891731e-06,5.890232607127366e-06,1.1069041490460155e-06,3.995181748336327e-06,6.47119065001544e-06,1.4143842690339865e-06,6.221426940783887e-07,4.9199900583139905e-06
EGY,2.095202098722085e-06,6.494804671685671e-06,1.89318201772795e-06,2.2332415991761887e-06,1.9643473885766727e-06,2.809197554768e-06,2.8414163972650795e-06,3.3132566306168718e-06,2.194421251984388e-06,3.399820503493918e-06,1.5239957926740749e-06,3.833938071994045e-06,3.802926456047853e-06,5.225442268671065e-06,2.9641094439622495e-06,3.863625126132492e-06,3.0020047355169164e-06,1.609055306792064e-05,3.1789046101975854e-06,9.576506814227148e-06,1.9270079461893313e-05,9.270652078362445e-06,8.298493337319232e-06,6.787320020038144e-06,7.088052670739196e-06,4.132737336937692e-06,4.273955269605123e-06,1.917826020752066e-06,5.161710997807425e-06,5.1823045841994695e-06,3.8096937313514877e-06,2.391861491351205e-05,6.839187906256686e-06,1.4267860449412158e-06,5.9137415688543494e-06,3.3053653853395427e-06,8.798027695636408e-06,3.7203650765600005e-06,5.110686404933532e-05,3.673291739208721e-06,3.2543022643862323e-06,1.3715024915745653e-06,3.691448418758129e-06,1.915198261235887e-06,2.5398078376541586e-06,2.0649843033847876e-06,2.7226106052639797e-06,2.319456427359565e-06,3.3060656677845868e-06,3.8203140745776406e-06,4.717250737409314e-06,3.6733060929391504e-06,3.4983845171665715e-06,4.691654611277104e-06,6.286494495022673e-06,1.1338257152399301e-05,3.2400847683357837e-06,9.285963522409353e-06,2.323862969705287e-05,7.730586120108057e-06,7.734012188864295e-06,7.731082579994157e-06,4.696033402440701e-06,5.441035026635783e-05,3.361798408863738e-05,0.003439607250048305,3.935626278929311e-06,1.3810446132108947e-05,4.4624879270632207e-05,1.9355467389107713e-05,8.380196026450831e-05,3.0607048418290665e-05,3.760392849110343e-06,9.01877557434653e-06,9.619901717874643e-06,4.5666215215637716e-05,5.162806364073653e-05,1.0898096700604358e-05,1.929203353386316e-05,4.706793160348424e-06,1.0087452056097768e-06,6.364227675224354e-05,4.460396121333472e-05,8.68088750322717e-06,1.3064488815995878e-05,5.314894458401977e-06,1.6284889654157564e-06,4.797247524329729e-05,2.4881347516473533e-06,2.233045398020588e-06,3.57030136344277e-06,4.73774384617995e-06,1.471319134665719e-05,3.691855250190232e-06,5.329271480527074e-06,4.212801188993413e-06,6.0784988356853534e-06,3.2855311137836993e-06,2.83509431900466e-06,3.4695478337493444e-06,3.1908011627503524e-06,4.398464299795303e-06,2.440496983613319e-06,2.357371038678466e-06,4.597767621277026e-06,1.3331197254067763e-05,6.066505396259245e-06,5.4205852003887635e-06,4.210888677101964e-06,2.3331535436833283e-06,1.2014119582690713e-05
IRN,1.2919192574429243e-07,5.286888094867235e-07,8.572089763026016e-07,6.772846384550081e-07,8.566782700235705e-07,7.358180175021128e-07,1.3049984832994934e-06,1.3963128505984176e-07,2.3751091126026796e-07,1.4204434197601597e-07,1.2374996047881295e-07,3.3688784341854027e-07,3.462213720904706e-07,1.7693991356655545e-07,1.259364420072182e-07,1.0523985207810614e-06,2.579177425278823e-06,8.611268515781163e-06,1.1130987627253661e-06,3.385285257614125e-07,2.3935083590243617e-05,4.3474807259264756e-05,4.752583664278354e-05,3.7630864243726743e-07,9.727644524478846e-07,2.1050781875030218e-07,2.984140293544913e-07,2.5574597383126866e-07,1.200344617004948e-07,2.044671009380456e-07,6.672287120111639e-07,3.3745687847318067e-07,3.1543776704964616e-07,1.2821760921714976e-07,2.0081679256797326e-07,4.1139832200593965e-07,4.680188666010462e-06,3.3033795229147856e-07,1.267847595578668e-07,3.949861465936386e-07,3.202288073160451e-06,7.293757681468942e-08,1.1472237222144132e-07,6.462098978360853e-08,2.1435440507919075e-07,2.437123421404421e-07,3.285932528093321e-06,1.3958377172006115e-07,5.402016776283644e-07,1.516072797496544e-07,9.537631040578984e-07,2.712093339787344e-07,1.9066278311297858e-07,3.0141725720121396e-07,1.9387830761163484e-06,1.7423840088761286e-06,4.1579604361770915e-07,3.948357942733321e-06,3.671546134189794e-07,9.63978582453013e-06,3.235253012748427e-07,3.3882114540021977e-07,9.345906649769624e-06,1.4404169763005497e-06,2.707582718661362e-07,5.346529865890728e-07,0.008311528173774878,1.8919241861470216e-07,3.070377708409298e-07,1.000211761244533e-05,1.8810660114129785e-05,1.4238912290557768e-06,1.0400651751117943e-07,8.375163852989921e-07,4.268858858064583e-07,2.0815343471201894e-06,3.817337043780628e-07,2.74755524516969e-07,3.4629394327987836e-06,2.3160356075266626e-07,2.8956162968104604e-08,1.0670264291791853e-07,2.017712497871496e-07,1.475365145581908e-06,3.3088186089008913e-05,7.399732101796639e-08,2.4278234412495243e-07,2.147598684261665e-07,8.755705370996265e-07,8.096885119491102e-08,4.147827459574151e-07,4.2606157722719175e-07,5.1876082234091624e-08,1.5701959315493817e-07,2.1275360451072007e-07,1.258952917114306e-07,1.1618996149488011e-06,1.538960906013245e-07,2.180875243230375e-07,1.392091326560659e-06,2.730066042563751e-07,2.137996040973722e-07,1.4551652042809455e-07,5.899832178397699e-07,3.220816620996394e-06,1.4518272104597584e-07,8.213854855428259e-08,1.7299647390983927e-07,1.2439030755715997e-07,6.163765638954244e-08,2.2542656864060037e-07
ISR,1.3691659717047735e-05,3.220040137581684e-05,1.5609112689910757e-05,1.6473193477234684e-05,8.074575808634974e-06,1.4850858812809534e-05,1.3737326130263619e-05,1.9459117373086803e-05,7.991286135009816e-06,1.330784689736182e-05,1.513368476634447e-05,1.8013026030565986e-05,1.4878504838497423e-05,1.2215286554355163e-05,2.6384459470173016e-05,1.6070648849157712e-05,1.0996167760033922e-05,1.1240131898721692e-05,1.2495725689889518e-05,4.4629399633594584e-05,1.1188862695957604e-05,1.3456763923205267e-05,2.6801940903531896e-05,2.6607523035766734e-05,4.7434045169769475e-05,2.4675674047772137e-05,1.5593213770419326e-05,2.0707060205329505e-05,2.33054457905839e-05,2.494370766931518e-05,4.287390023904813e-05,1.8402390407638032e-05,3.970889300218252e-05,1.1998049193667775e-05,1.7439057541758586e-05,2.0135835176935432e-05,3.3596277283926534e-05,2.157187654665214e-05,1.390462587720688e-05,3.029184966310901e-05,1.5937965431200943e-05,1.2049193764281481e-05,2.0058436433616728e-05,4.221886666959205e-05,3.134452271213e-05,1.3327386611693686e-05,1.416246775087084e-05,1.7434833203711066e-05,2.681710321150731e-05,1.88392732584868e-05,2.1774692712455575e-05,2.377537567275797e-05,2.760525946744533e-05,2.017382265078473e-05,2.799065128704373e-05,2.627408399277945e-05,1.9688777165634102e-05,3.6498205343636784e-05,1.8383633392654735e-05,1.969745918349056e-05,2.813656444462762e-05,2.2311893288780962e-05,1.7583126702229083e-05,1.5756474471291344e-05,1.4400861563692044e-05,2.2757121962919835e-05,1.403322476602236e-05,0.0010041344770609303,1.3405840899661065e-05,1.4161175326453553e-05,2.1767972016885835e-05,1.8770591407211145e-05,2.143879232430122e-05,8.095171923720485e-06,1.420522797514863e-05,1.8330431396452786e-05,1.3801144729970537e-05,5.058920131735819e-05,1.5224068537117295e-05,3.301141790325157e-05,2.2793524942501577e-05,3.1029987420758274e-05,2.1595088251808167e-05,4.2629288618431395e-05,1.0572191327865944e-05,3.0017184837522147e-05,2.1087661980164278e-05,1.7732737771909993e-05,1.7825943866535507e-05,5.723425440877835e-05,2.000333921806475e-05,1.459841830188108e-05,1.3363456474063717e-05,1.808879990797896e-05,2.1426822024525117e-05,2.4632203265821445e-05,6.0118958059901916e-05,2.1136328116643328e-05,4.667168761004518e-05,2.604069440394929e-05,1.7621220766147936e-05,1.744650755740913e-05,0.00012161612359442426,1.4738792563443857e-05,3.2236959438694245e-05,2.6508642247022435e-05,1.2155793381240713e-05,2.0571055080720377e-05,2.3161932217686773e-05,2.069637009987325e-05,3.8321097297064246e-05
JOR,1.4041147578864584e-06,1.969115879855988e-06,1.8030205357034403e-06,5.0445266551467505e-06,4.088013459958536e-06,2.545944375619129e-06,4.246713710955531e-06,1.7951343522355055e-06,8.353214300850541e-06,1.519611715473053e-06,3.502994991028286e-06,2.8064205990849805e-06,4.77441371900076e-06,3.217025051530021e-06,1.143155766659163e-05,2.0551367827860587e-06,4.785841232380641e-06,6.63853298550592e-05,3.567352227907976e-06,1.1170542788614473e-05,1.7587882136156422e-05,8.375109971690058e-06,3.4015465416936286e-06,4.203007919305189e-06,3.816029278676426e-06,1.7037108706768538e-06,1.856738153186303e-06,6.040940223708732e-06,1.0682375288237766e-06,8.311491982051987e-06,6.9520902657429365e-06,2.329468910989168e-06,3.7496854687819474e-06,1.166159184217387e-06,4.053342851796928e-06,2.6764739188963944e-06,1.3920121462282123e-06,1.508222873570652e-06,1.2665706713869156e-06,7.2221674826256326e-06,3.193261190932637e-06,9.458038572996284e-07,1.1470726867073348e-06,1.8025258979883156e-06,5.106884484673798e-07,8.376618002973839e-07,2.4153235117310168e-06,3.575694925941148e-06,1.624288796869378e-06,1.8501198802344301e-06,4.757886557398363e-06,2.640278243941322e-06,2.173969938259288e-06,1.872777512970355e-06,5.351490427541753e-06,8.205290473400246e-06,2.717302886496334e-06,1.063932129803504e-05,9.392360433686264e-06,4.96179397317255e-06,8.26031848321236e-06,2.7231476715457525e-05,1.0037943290092677e-05,6.437957747197913e-05,9.275769611135007e-05,4.636309283010479e-05,3.573975563519892e-05,4.070297143466766e-06,0.006144313764471316,3.9078051911792635e-05,0.00019398767409454232,2.7703510104271894e-06,2.4814411728070076e-06,6.053241070475255e-06,0.00013020260523039772,5.883552233307911e-05,0.00013479809262776374,4.56389252580361e-06,5.7133399141703165e-05,6.543893172032937e-05,2.3026293761300518e-06,2.5084230156765745e-06,2.207160139584846e-06,2.368286122178341e-06,5.075262682703214e-06,4.7886994299150225e-06,2.374605231934068e-06,3.065462318323358e-06,4.3710627825697985e-06,1.5899273950142515e-06,3.5658892600073764e-06,2.0251544332112003e-06,2.2549619866572778e-05,1.9575737916899287e-06,5.282028974271362e-06,2.826993323561127e-06,1.2384036760181286e-05,8.630763329564182e-07,3.2272050111025476e-06,5.6932026454999164e-06,3.149602155337819e-06,2.3808050374303627e-06,1.0602517710752807e-05,2.4305315086025795e-06,1.291575565393672e-06,2.626825953683223e-06,6.479293162314555e-06,4.219908986813342e-06,1.3381691367911195e-06,9.116115356121713e-07,4.061638589096722e-06
